title,type,creator,year
Studie,schetsboekblad,"Israels, Isaac",1923
Vrouw op een terras,schetsboekblad,"Israels, Isaac",1875
Gitaarspeler,schetsboekblad,"Israels, Isaac",1875
"Vrouwen op straat, mogelijk in Amsterdam",schetsboekblad,"Israels, Isaac",1886
Abklatsch van de krijttekening op blad 27 verso,schetsboekblad,"Israels, Isaac",1886
Hoofd van een dienstmeid,schetsboekblad,"Israels, Isaac",1886
Dansende vrouw en man,schetsboekblad,"Israels, Isaac",1886
Abklatsch van de krijttekening op blad 22 verso,schetsboekblad,"Israels, Isaac",1875
Landschap met bomen en een huis,schetsboekblad,"Oosterzee, Hermannus Adrianus van",1893
Staand mannelijk naakt,tekening,anonymous,1785
Gezicht op de Nijl met rechts op de voorgrond vissers,tekening,"Teyler, Johan",1679
Vrouwelijk naakt op een bank,schetsboekblad,"Israels, Isaac",1915
Studieblad met gezichten,schetsboekblad,"Israels, Isaac",1875
Figuurstudies,schetsboekblad,"Israels, Isaac",1875
Drie zittende figuren,schetsboekblad,"Israels, Isaac",1915
Liggend vrouwelijk naakt,schetsboekblad,"Israels, Isaac",1892
Zittende man,schetsboekblad,"Israels, Isaac",1875
Ezel,schetsboekblad,"Israels, Isaac",1890
Zittend meisje met hoed,schetsboekblad,"Israels, Isaac",1875
Zittend vrouwelijk naakt,schetsboekblad,"Israels, Isaac",1875
"Twee gezichten, in profiel",schetsboekblad,"Israels, Isaac",1875
Studieblad met acrobaten,schetsboekblad,"Israels, Isaac",1915
"Staande man, in profiel",schetsboekblad,"Israels, Isaac",1915
"Hoofd met hoed, in profiel",schetsboekblad,"Israels, Isaac",1915
Huisje met afdak,tekening,"Allebé, August",1852
Twee Chinese boeren en twee krijgslieden,tekening,"Hooghe, Romeyn de",1655
Fragment van een missaal: initiaal met staande evangelist of apostel,tekening,Lippo Vanni,1342
Tuin met een tombe ter nagedachtenis aan Johanna Koerten Blok,tekening,"Rademaker, Abraham",1716
"Heuvellandschap met een huis, waterval en vee",schetsboekblad,anonymous,1819
"Vrouw met gevouwen handen, daaroverheen een binnenplaats met varkens en kippen",tekening,"Weissenbruch, Frederik Hendrik",1838
Landschap met kronkelweg,tekening,"Dupont, Pieter",1880
Twee studies van een krokodil,tekening,"Teixeira de Mattos, Joseph",1935
Gezicht op Dresden met de Frauenkirche,schetsboekblad,"Karsen, Kasparus",1820
Portret van Johannes Bronkhorst omringd door putti,tekening,"Verkolje, Nicolaas",1720
Portret van Jan van der Heyden,tekening,"Buys, Jacobus",1734
Zelfportret van Louis de Moni,tekening,"Moni, Louis de",1772
Portret van Jan Baptist Weenix,tekening,anonymous,1631
Portret van Petrus Norbertus van Reysschoot,tekening,"Reysschoot, Petrus Johannes van",1712
Portret van Johannes de Haart,tekening,"Craeyvanger, Gijsbertus",1850
Portret van Ludovicus Antonius Carolus,tekening,"Hamburger, Johan Coenraad",1842
Portret van Gerrit David Gratama,tekening,"Gratama, Gerrit David",1902
Staand hert,tekening,"Volkhemer, Maurice",1904
Fragment van staande figuur met uitgestrekte arm,tekening,"Rubens, Peter Paul",1600
Portret van Nicolaes Maes,tekening,anonymous,1840
Kop van een jongeling of jonge vrouw die een burijn (?) in de hand houdt,tekening,"Muller, Jan Harmensz.",1615
Twee zittende vrouwen met een kruik,tekening,"Schmidt, Willem Hendrik",1819
Studies van wilde zwijnen en een groep honden,tekening,"Barlow, Francis",1636
Plattegrond van een woning,schetsboekblad,"Gosschalk, Isaac",1866
"Interieur met koepel, een cassetteplafond in Berlijn en decoraties voor een kroonlijst",schetsboekblad,"Gosschalk, Isaac",1862
Heuvellandschap,tekening,"Goeje, Pieter de",1789
Twee staande mannen,tekening,"Braakensiek, Johan",1868
"Figuur en een studie, vermoedelijk van een raam",schetsboekblad,"Vos, Maria",1834
Tafel met etenswaren en een poes zittend naast een boek,schetsboekblad,"Vos, Maria",1863
Gezicht op de Alpen,schetsboekblad,"Eeghen, Anna Catharina Maria van",1888
Landschap met bomen,schetsboekblad,"Vos, Maria",1834
Rotsen,schetsboekblad,"Vos, Maria",1860
Cirkel met een streep,schetsboekblad,"Vos, Maria",1864
Winkel van Sinkel,tekening,"Erven Dorens, Ludovicus Johannes van",1842
Groepje van drie kinderen,tekening,"Zwart, Willem de",1872
Stokroos,tekening,"Derkinderen, Antoon",1869
Takje van een boterbloem,tekening,"Derkinderen, Antoon",1869
"Vrouw zittend op een divan, en profil naar rechts",tekening,"Mondt, Johannes Abraham",1869
Annotaties,schetsboekblad,"Springer, Cornelis",1860
"Jongen, op de rug gezien",schetsboekblad,"Springer, Cornelis",1870
"Gevelstudies, mogelijk te Amsterdam",schetsboekblad,"Springer, Cornelis",1846
Boomstudie,tekening,"Os, Georgius Jacobus Johannes van",1854
Johannes de Doper preekt in de woestijn,tekening,"Preti, Mattia",1661
Vrouw met twee kinderen bij een papegaaienkooi,tekening,"Vaarzon Morel, Willem",1878
Afscheid op een station,tekening,"Berg, Joan",1861
Slangen,tekening,"Vossen, André van der",1944
Bloeiende Mesembryanthemum uit de familie der Aizoaceae,tekening,"Vinne, Laurens Vincentsz. van der",1668
Studieblad met katten,tekening,"Egter van Wissekerke, Antje",1901
Maria de Medici en Richelieu (?),tekening,"Leich, Johan Coenraad",1833
Landschap met links een boom met erachter een schaapskooi,tekening,"Steffelaar, Cornelis",1807
Man met wolfsoren ziet op naar dierenriem,tekening,"Ricci, Marco",1686
Naaktstudies van een man,tekening,"Franco, Battista",1520
Rustende herder bij Schloss Lansberg,tekening,"Koekkoek, Barend Cornelis",1839
Paleisfaçade met monumentale zuilenstelling boven rustica onderbouw,tekening,anonymous,1500
Ermina bij de herders,tekening,"Mola, Pier Francesco",1622
Studie voor een zwevende vrouwenfiguur met een wijde mantel,tekening,"Cortese, Guglielmo",1664
Zelfportret van Goerge Hendrik Breitner,tekening,"Breitner, George Hendrik",1880
Staand vrouwelijk naakt,tekening,"Breitner, George Hendrik",1867
Gang van het huis Bloemgracht 70 te Amsterdam,tekening,"Hoynck van Papendrecht, Jan",1894
"Grafmonument van Engelbrecht I van Nassau, in de Grote Kerk te Breda",tekening,"Bosboom, Johannes",1827
Studies van een zingende vrouw,tekening,"Breitner, George Hendrik",1867
Staand paard,schetsboekblad,"Breitner, George Hendrik",1873
"Zittende kind, mogelijk bij een vrouw op schoot",schetsboekblad,"Breitner, George Hendrik",1880
Boot,schetsboekblad,"Breitner, George Hendrik",1880
Toren van het landgoed Torenzicht te Poeldijk,schetsboekblad,"Breitner, George Hendrik",1883
Bedragen,schetsboekblad,"Breitner, George Hendrik",1881
Figuurstudies,schetsboekblad,"Breitner, George Hendrik",1887
Nieuwe Kerk te Amsterdam,schetsboekblad,"Breitner, George Hendrik",1888
Gezicht op een straat in Amsterdam,schetsboekblad,"Breitner, George Hendrik",1886
"Gezicht op een drukke straat in Amsterdam, mogelijk de Kalverstraat",schetsboekblad,"Breitner, George Hendrik",1896
Annotaties,schetsboekblad,"Breitner, George Hendrik",1889
"Studieblad, mogelijk met boten",schetsboekblad,"Breitner, George Hendrik",1912
"Nieuwe Teertuinen en de Prinseneilandsgracht te Amsterdam, gezien vanaf Prinseneiland",schetsboekblad,"Breitner, George Hendrik",1905
"Studie, mogelijk een stadsgezicht",tekening,"Breitner, George Hendrik",1886
Fragment van een antiphonarium: initiaal S met Drieëenheid,tekening,anonymous,1320
Studieblad,tekening,"Breitner, George Hendrik",1880
Landschap met struiken,tekening,"Breitner, George Hendrik",1884
Studie,tekening,"Breitner, George Hendrik",1886
Vrouwenhoofd en een staand kind met hoed,tekening,"Breitner, George Hendrik",1888
Figuurstudies,tekening,"Breitner, George Hendrik",1895
"Hemelbed, mogelijk zeventiende-eeuws",tekening,"Breitner, George Hendrik",1897
Gezicht in Amsterdam en studies van een hoofd met hoed,tekening,"Breitner, George Hendrik",1909
De villa van Cavaliere Galbarri te Rimaggio,tekening,"Minozzi, Bernardino",1709
Twee koeien en een herder,tekening,"Lorrain, Claude",1635
Schets van een wandelaar met op de achtergrond een bossage,tekening,"Schelfhout, Andreas",1797
Snuit van een paard,schetsboekblad,"Bauer, Marius",1879
Straat in Delft,schetsboekblad,"Bauer, Marius",1881
Figuurstudies,schetsboekblad,"Bauer, Marius",1879
Figuurstudies,schetsboekblad,"Bauer, Marius",1879
Spelende kinderen aan de vloedlijn,schetsboekblad,"Bauer, Marius",1887
"Zelfportret, ten halven lijve",schetsboekblad,"Bauer, Marius",1877
Straatgezicht met figuren,schetsboekblad,"Bauer, Marius",1888
Gebouw met een koepeldak,schetsboekblad,"Bauer, Marius",1888
Studieblad,schetsboekblad,"Bauer, Marius",1888
Figuren in een interieur,schetsboekblad,"Bauer, Marius",1888
Deels overkapte straat met figuren,schetsboekblad,"Bauer, Marius",1888
Landschap met gebouwen met koepeldaken,schetsboekblad,"Bauer, Marius",1897
Poort en torens van het fort Indrapat in Delhi,schetsboekblad,"Bauer, Marius",1897
Altaar van een Jain tempel,schetsboekblad,"Bauer, Marius",1897
Olifant,schetsboekblad,"Bauer, Marius",1897
Schetsboek met 50 bladen,schetsboek,"Bauer, Marius",1896
Vrijstaand gebouw op vier palen met een gedecoreerde koepel,schetsboekblad,"Bauer, Marius",1896
Reisnotities,schetsboekblad,"Bauer, Marius",1895
"Studie, mogelijk een boeg van een roeiboot",schetsboekblad,"Bauer, Marius",1902
Zuil in de kathedraal van Toledo,schetsboekblad,"Bauer, Marius",1902
Straat in Caïro met uitzicht op de Kait Bey moskee,schetsboekblad,"Bauer, Marius",1894
Kamelen in een overdekte straat,schetsboekblad,"Bauer, Marius",1904
"Groep toeschouwers, op de rug gezien",schetsboekblad,"Bauer, Marius",1909
Oosterse man met een wandelstok,schetsboekblad,"Bauer, Marius",1899
Egyptenaren op een straathoek in Luxor,schetsboekblad,"Bauer, Marius",1919
Egyptische man en jongen op een straat,schetsboekblad,"Bauer, Marius",1919
Figuurstudies van Algerijnen,schetsboekblad,"Bauer, Marius",1922
Studie,schetsboekblad,"Bauer, Marius",1922
Indiase vrouwen in sari's,schetsboekblad,"Bauer, Marius",1924
Figuren op kamelen in een smalle straat,schetsboekblad,"Bauer, Marius",1924
Indiase straatscène,schetsboekblad,"Bauer, Marius",1924
Gesluierde figuren in een steeg,schetsboekblad,"Bauer, Marius",1923
"Interieur, mogelijk van een tempel",schetsboekblad,"Bauer, Marius",1924
Palmbomen,schetsboekblad,"Bauer, Marius",1925
Straat met figuren en huizen met luifels,schetsboekblad,"Bauer, Marius",1925
Figuren bij de ingang van een gebouw,schetsboekblad,"Bauer, Marius",1925
Figuren zittend onder parasols,schetsboekblad,"Bauer, Marius",1925
Landweg met vrouwen die schalen op het hoofd dragen,schetsboekblad,"Bauer, Marius",1931
Optocht van figuren met parasols,schetsboekblad,"Bauer, Marius",1931
"Staande man in een kiel, van opzij",tekening,"Brugghen, Guillaume Anne van der",1821
Bomen in een duinlandschap,olieverfschets,"Brugghen, Guillaume Anne van der",1821
Studie van een staande vrouw,tekening,"Allebé, August",1848
Schets van een kat,tekening,"Allebé, August",1848
Kind met een hoed op,tekening,"Allebé, August",1859
Stadsgezicht,tekening,"Allebé, August",1848
Landschap met boerderij te Materborn bij Kleve,tekening,"Storm van 's-Gravesande, Carel Nicolaas",1892
Zittend naakt met stok en drinkend staand naakt,tekening,"Allebé, August",1848
Bomen aan een water waarop een boot met inzittenden,tekening,"Hulswit, Jan",1776
Twee tulpen met twee morellen en waterjuffer,tekening,"Marrel, Jacob",1637
Molen aan het water bij Kortenhoef,tekening,"Vogel, Johannes Gijsbert",1890
Portret van de schilder Hendrikus Fredericus de Grijs,tekening,"Grijs, Hendrikus Fredericus de",1876
Identificatie van de portretten op het schilderij Professor Andreas Bonn opent de tekenzaal van de Maatschappij Felix Meritis te Amsterdam,tekening,"Caspari, Hendrik Willem",1780
Arbeider in metaalindustrie,tekening,"Josselin de Jong, Pieter de",1871
"Meisje, leunend op een balustrade",tekening,"Maris, Jacob",1847
Boerderijen tussen bomen en twee kerktorens,tekening,"Bruegel, Pieter (I)",1535
Twee rozen,tekening,"Picart, Bernard",1683
"Een peer, perzik, pruim en noten",tekening,"Kasteele, Elisabeth Geertruida van de",1700
"Gezicht aan de Zandhoek, buiten Haarlemmerpoort te Amsterdam",tekening,"Bulthuis, Jan",1776
Studieblad met motieven aan de Italiaanse schilderkunst ontleend,tekening,"Bresdin, Rodolphe",1832
Familie met kinderen die schoonmaken,tekening,"Barbiers, Pieter Bartholomeusz.",1782
Kruiwagen,tekening,"Barbiers, Pieter Bartholomeusz.",1782
Bedelende moeder met kind op de arm,tekening,"Marucci, Aurelia",1800
"Templum Minervae, Santa Maria Supra Minervam te Rome",prent,"Overbeek, Michiel van",1688
Vrouw met kind op de arm,tekening,"Krausz, Simon Andreas",1770
"Man met hoed op en stok onder arm, lopend naar links",tekening,"Krausz, Simon Andreas",1770
Krijgsman met getrokken zwaard,tekening,"Pelgrom, Jacobus",1821
Landschap,tekening,"Grégoire, Paul",1875
"Leeuwenkop, vermoedelijk naar een beeldhouwwerk",schetsboekblad,"Clausen, George",1874
Schetsboek met 37 bladen,schetsboek,"Clausen, George",1874
Zeilschip,schetsboekblad,"Clausen, George",1875
Zittende Papendrechtse jongen met een pet,schetsboekblad,"Clausen, George",1875
"Langoustine, twee rivierkreeftjes en garnaal",tekening,anonymous,1560
"Portret van een oudere heer, zittend, naar rechts",tekening,anonymous,1800
Boom met vruchten,tekening,"Dürer, Albrecht",1481
"De Beukenlaan, Harderwijk",tekening,"Mankes, Beint",1951
De Vrijheerlijkheid Elsem in't Guliksche,tekening,"Beijer, Jan de",1738
Vogelkooi,tekening,"Spoel, Hens van der",1914
Liggende riviergod,tekening,"Batoni, Pompeo",1718
Bovenlichaam van een naakte man en een draperie,schetsboekblad,"Tiepolo, Lorenzo Baldissera",1751
Soldaat met helm en opgeheven arm,schetsboekblad,"Tiepolo, Lorenzo Baldissera",1751
Twee kinderkopjes,tekening,anonymous,1600
Studie van een voorovergebogen vrouwenfiguur,tekening,"Liebermann, Max",1857
Bokken en schapen in een heuvelachtig landschap,tekening,"Hendriks, Wybrand",1754
Kop van een vrouw met bril,schetsboekblad,Monogrammist DS (tekenaar),1850
"Portret van Willem III, in staatsiekleed",tekening,"Netscher, Caspar",1670
Schetsen van staande figuren,tekening,"Wouters, Rik",1892
Staande vrouw met mes in de hand,tekening,Monogrammist GT (tekenaar),1800
Wenende Maria Magdalena,tekening,"Mol, Woutherus",1795
Staande man in gedachten verzonken,tekening,"Loon, Pieter van",1811
Staande lansknecht,tekening,anonymous,1500
Beeldverhaal met vogels,tekening,"Loon, Pieter van",1811
"Karel, van bovenaf gezien",schetsboekblad,"Graag, Julie de",1892
Symmetrisch patroon van krullende lijnen binnen een rechthoek,schetsboekblad,"Graag, Julie de",1894
"Portret van Steffan Wolters, verzamelaar te Amsterdam",tekening,"Kneller, Gottfried",1670
Enkele hoge bomen voor een open veld,tekening,"Lorrain, Claude",1610
Steigerend circuspaard,tekening,"Röling, Gerard V.A.",1955
Abklatsch van de tekening op pagina 22 verso,schetsboekblad,"Weissenbruch, Johan Hendrik",1834
Zeilboot en een zeil,schetsboekblad,"Weissenbruch, Johan Hendrik",1834
Boerenwoning aan een vaart,schetsboekblad,"Weissenbruch, Johan Hendrik",1834
Kostuumstudie van een edelman uit de tijd van François I,tekening,"Giraud, Pierre François Eugène",1816
Slapende hond,tekening,"Bieruma Oosting, Jeanne",1908
Studie van een staande man,tekening,"Poccetti, Bernardino",1604
Siervaas bekroond met een gebroken timpaan,tekening,anonymous,1700
"Liesbeth of Dora Arntzenius als kind, op een arm geleund",tekening,"Tholen, Willem Bastiaan",1870
Oever van de Seine te Parijs,tekening,"Abbing, Fik",1911
Landschap aan een duinrand met een visser,tekening,"Koekkoek, Barend Cornelis",1813
De Nachtwacht,tekening,"Dyserinck, Johannes",1845
"Herme, met kop van een bekranste, glimlachende grijsaard",tekening,"Lavallée-Poussin, Etienne de",1762
Heilige Afra ontvangen door de H. Ulrich,tekening,"Amberger, Christoph",1550
Christus door de engelen boven de tinnen des tempels opgenomen,tekening,"Tiepolo, Giovanni Domenico",1737
Man met hoge hoed en pijp in de mond,tekening,"Essen, Jan van",1864
Rotsformaties,tekening,Bartolommeo (Fra),1485
Grazende koe,schetsboekblad,"Weissenbruch, Johan Hendrik",1834
Figuurschetsen,tekening,"Ribera, Jusepe de",1601
Boerin met kap en doek,tekening,"Neuhuys, Albert (1844-1914)",1854
De jonge Christus tussen de schriftgeleerden,tekening,"Wonder, Pieter Christoffel",1826
"Studies van voeten, hoofd en schouders van een op de rug geziene man",tekening,"Reni, Guido",1608
Ontwerp voor een altaarstuk met Madonna en twee heiligen,tekening,"Salmeggia, Enea",1575
Schets van een zittend vissersmeisje (doorgestreept),tekening,"Israëls, Jozef",1834
De Dankbaarheid,tekening,"Dubourg, Louis Fabritius",1746
"Portret van een (Spaanse?) heer, ten halven lijve, naar rechts",tekening,"Borch, Gerard ter (II)",1645
Twee landarbeiders,schetsboekblad,"Mauve, Anton",1886
Koppen van een man met een snor en hoed,schetsboekblad,"Mauve, Anton",1848
Bomen met kale takken,schetsboekblad,"Mauve, Anton",1848
Figuurstudies en vee bij een boom,schetsboekblad,"Mauve, Anton",1848
Landschap met bomen,schetsboekblad,"Mauve, Anton",1848
Bomschuit,schetsboekblad,"Mauve, Anton",1848
Studie,schetsboekblad,"Mauve, Anton",1881
Voor een kar gespannen paard,schetsboekblad,"Mauve, Anton",1876
Boerenschuur,tekening,"Mesdag-van Houten, Sientje",1844
Bomen,schetsboekblad,"Jonge, Johan Antonie de",1881
Vrouw met twee kinderen langs de waterkant,schetsboekblad,"Jonge, Johan Antonie de",1881
Figuren,schetsboekblad,"Jonge, Johan Antonie de",1881
Duinlandschap,schetsboekblad,"Jonge, Johan Antonie de",1901
Boom,schetsboekblad,"Jonge, Johan Antonie de",1884
Figuren op het strand,schetsboekblad,"Jonge, Johan Antonie de",1881
Studies van een apenkop,tekening,"Voogd, Hendrik",1788
Paarden,schetsboekblad,"Israëls, Jozef",1855
Figuur op een pad bij een boom,schetsboekblad,"Fragonard, Jean Honoré",1765
"Figuurstudie van een staande vrouw, haar japon gedeeltelijk geplooid op een tafel",tekening,"Gravelot, Hubert François",1710
Japanse vrouw,tekening,Kaigetsudo,1700
Pronkende pauw en twee kalkoenen,tekening,"Hoytema, Theo van",1873
Schets van een kerkinterieur,tekening,"Bosboom, Johannes",1827
Landhuis tussen de heuvels (uit portefeuille met 26 landschapstekeningen),tekening,"Kniep, Christoph Heinrich",1765
Aanbidding der herders,tekening,anonymous,1600
Landschap met inheemse vrouwen en paarden,tekening,"Gestel, Leo",1891
Schetsblad met studie van een paard,tekening,"Gestel, Leo",1891
Schetsen van koeien en een paard,tekening,"Gestel, Leo",1891
Schetsen van een wielerwedstrijd,tekening,"Gestel, Leo",1891
"Ontwerp ex libris voor MCS, met voorstelling van een open boek en een duif",tekening,"Gestel, Leo",1891
"Vrouw met trompet, zwevend op de wolken",tekening,"Gestel, Leo",1891
Ontwerp boekillustratie voor Alexander Cohen's Van Anarchist tot Monarchist: man die een bom aansteekt,tekening,"Gestel, Leo",1891
Ontwerp boekillustratie voor Alexander Cohen's Van Anarchie tot Monarchie: Haan,tekening,"Gestel, Leo",1891
Veldbloemen,tekening,"Gestel, Leo",1891
Gevelsteen met florale omlijsting,schetsboekblad,"Looij, Jac van",1877
"Oorlogsschip, van voren gezien",tekening,"Velde, Willem van de (II)",1643
Schetsblad met personen en een hond op straat te Londen,tekening,"Toorop, Jan",1868
Christus verschijnt aan Maria Magdalena (Noli me tangere),tekening,"Rijn, Rembrandt van",1645
Staande man met een hoge hoed en paraplu,schetsboekblad,"Hanrath, Theo",1879
Man zittend in een stoel,tekening,"Veth, Jan",1874
Portret van C. Hofstede de Groot,tekening,"Veth, Jan",1874
Portret van Frau Bleichröder,tekening,"Veth, Jan",1874
Staande naakte jongeman,tekening,"Veth, Jan",1874
St. Nicolaas,tekening,"Ronner, Alfred",1893
Man met hoge hoed in de hand spreekt jongeman aan de andere kant van het bureau aan,tekening,"Vaes, Walter",1892
Boten aangemeerd aan een kade,schetsboekblad,"Veth, Jan",1874
In de tuin van het Amsterdamsche Koffiehuis te Abcoude,tekening,"Storm van 's-Gravesande, Carel Nicolaas",1872
Schets voor een plafond met allegorische figuren,tekening,"Elliger, Antoni",1711
Mannen en vrouwen in historisch kostuum,schetsboekblad,"Craeyvanger, Reinier",1822
Saint Cloud (?),tekening,"Michel, Georges",1773
Ploeg,tekening,"Michel, Georges",1773
Landweg naar een boerderij; links twee zittende boeren,tekening,"Michel, Georges",1773
Enige vrouwen bezig op het veld,tekening,"Michel, Georges",1773
Graflegging,tekening,"Schwarz, Christoph",1555
Berekening,schetsboekblad,"Oldewelt, Ferdinand",1908
Het Bruidskleed,tekening,"Oldewelt, Ferdinand",1867
Schets van een rozentakje,tekening,"Dijsselhof, Gerrit Willem",1876
Winterlandschap met kerkje in het verschiet,tekening,"Comte, Adolf le",1860
Drie hondenstudies,tekening,"Demarne, Jean Louis",1754
"Gebouw op palen, deels aan het water",schetsboekblad,"Witsen, Willem",1906
Stadsgezicht,schetsboekblad,"Witsen, Willem",1888
"Vrouw in klederdracht, mogelijk zittend op een akker",schetsboekblad,"Witsen, Willem",1893
"Man op het land, mogelijk een aardappelrooier",schetsboekblad,"Witsen, Willem",1888
Gravende heiwerker,schetsboekblad,"Witsen, Willem",1884
Annotaties,schetsboekblad,"Witsen, Willem",1884
Abklatsch van de krijttekening op pagina 38,schetsboekblad,"Witsen, Willem",1887
Abklatsch van de tekening op pagina 35,schetsboekblad,"Witsen, Willem",1893
Abklatsch van de krijttekening op pagina 3,schetsboekblad,"Witsen, Willem",1874
"Studie, mogelijk van vegetatie",schetsboekblad,"Witsen, Willem",1910
Annotatie,schetsboekblad,"Witsen, Willem",1897
Abklatsch van de krijttekening op pagina 25,schetsboekblad,"Witsen, Willem",1882
Armen,schetsboekblad,"Witsen, Willem",1884
Gezicht op bebouwing,schetsboekblad,"Witsen, Willem",1901
Vrouwelijk naakt naast een bed,schetsboekblad,"Witsen, Willem",1887
Boer die zijn zeis wet,schetsboekblad,"Witsen, Willem",1884
Landschap met een groep bomen,schetsboekblad,"Witsen, Willem",1884
Zittende schaapherder,schetsboekblad,"Witsen, Willem",1884
Abklatsch van de krijttekening op pagina 43,schetsboekblad,"Witsen, Willem",1884
Aardappeloogst,schetsboekblad,"Witsen, Willem",1886
Vrouw voor een huis in een besneeuwd bos,tekening,"Witsen, Willem",1870
Kinderkopje,tekening,"Witsen, Willem",1870
Markttafereel,tekening,"Schouten, Wouter",1660
Hoofd van een man met een vilten hoed,tekening,"Wierix, Johannes",1559
Zittende vrouw met de voeten op een stoof,schetsboekblad,"Bosboom, Johannes",1827
Deurbekroning met medaillon,tekening,anonymous,1650
Landelijke woning tussen geboomte,tekening,anonymous,1600
Bomen in winterlandschap,tekening,"Witsen, Willem",1870
Onvoltooid zelfportret,tekening,"Bauer, Marius",1877
Grafmonument met obelisk en medaillon,tekening,anonymous,1650
Twee vrouwen zittend op een bank,tekening,"Rueter, Georg",1885
"Portret van Dirk Nijland, met pijp in de mond",tekening,"Rueter, Georg",1951
Exterieur van een kerk met maaswerk in de vensters,schetsboekblad,"Koekkoek, Willem",1849
Plattegrond,schetsboekblad,"Springer jr., Willem",1864
Opstand van de voorgevel van een gebouw met arcaden,schetsboekblad,"Springer jr., Willem",1864
Schetsboek met 86 bladzijden,schetsboek,"Springer jr., Willem",1825
Angelica en Medoro kerven hun namen in een boom,tekening,"Panza, Federico",1653
Allegorische voorstelling,tekening,"Koning, Edzard",1879
Man met wandelstok op een bospad,schetsboekblad,"Schelfhout, Andreas",1825
Nummer,schetsboekblad,"Schelfhout, Andreas",1828
Perseus bevrijdt Andromeda,tekening,"Nijmegen, Elias van",1677
Tuingezicht met decoraties,tekening,"Nijmegen, Dionys van",1715
Bloemstudie,tekening,"Nijmegen, Elias van",1677
"Ontwerp voor een banier met Mars, wapentuig en het wapen van Rotterdam",tekening,"Nijmegen, Elias van",1677
Gezicht in een tuin met op de voorgrond een figuur met een hark,tekening,"Nijmegen, Dionys van",1715
Groep figuren buigend en knielend voor een man,schetsboekblad,anonymous,1650
Naakte man en vrouw met putto aan een waterkant,schetsboekblad,anonymous,1650
Rokende boeren,tekening,"Bresdin, Rodolphe",1832
Boerenmeisje,tekening,"Sijthoff, J.H. ten",1800
Langpootmug,tekening,"Nieuwenhuis, Theo",1876
"Studieblad met zonnebloemen, sneeuwbes en sleedoorn",tekening,"Nieuwenhuis, Theo",1895
"Heuvellandschap met bomen, met kleurnotities",tekening,"Dijsselhof, Gerrit Willem",1876
Acht ontwerpen voor monogrammen,tekening,"Dijsselhof, Gerrit Willem",1876
"Decoratieve omlijsting met gloeilampen, in het midden handtekeningen",tekening,"Lion Cachet, Carel Adolph",1874
Twee decoratieve ontwerpen,tekening,"Lion Cachet, Carel Adolph",1874
"Ontwerp voor vignet in het gedenkboek voor koningin Wilhelmina uit 1923: Handel, Nijverheid, Bank- Geldwezen",tekening,"Lion Cachet, Carel Adolph",1874
Jongenskop met rood haar,tekening,"Lion Cachet, Carel Adolph",1874
Tak orchideeën,tekening,"Lion Cachet, Carel Adolph",1874
Ontwerp voor een kleed,tekening,"Lion Cachet, Carel Adolph",1874
Ontwerp voor decoratief glaspaneel met floraal ornament,tekening,"Lion Cachet, Carel Adolph",1874
Gestileerde studies van bladeren en bloemen,tekening,"Rueter, Georg",1885
Tak met bladeren en een kop met een hoed,schetsboekblad,"Lion Cachet, Carel Adolph",1874
Fragment uit Andries Pels’ ‘Gebruik en misbruik des Toneels’ uit 1681,schetsboekblad,"Lion Cachet, Carel Adolph",1905
Lezende Joanne Lion Cachet-Cordes,schetsboekblad,"Lion Cachet, Carel Adolph",1930
Schetsboek met 24 bladen,schetsboek,"Lion Cachet, Carel Adolph",1928
Figuur,schetsboekblad,"Lion Cachet, Carel Adolph",1930
Landschap met figuren,schetsboekblad,"Lion Cachet, Carel Adolph",1928
Figuren met stokken,schetsboekblad,"Lion Cachet, Carel Adolph",1895
"Studieblad, onder andere met een gezicht, arm en kledingstukken",schetsboekblad,"Lion Cachet, Carel Adolph",1896
Konijn en een kop van een konijn,schetsboekblad,"Lion Cachet, Carel Adolph",1896
Ontwerp voor de firma B.H. Manus,schetsboekblad,"Lion Cachet, Carel Adolph",1905
Studie,schetsboekblad,"Lion Cachet, Carel Adolph",1900
Ontwerpen voor lampen,schetsboekblad,"Lion Cachet, Carel Adolph",1905
Ontwerp voor een wandbetimmering,schetsboekblad,"Lion Cachet, Carel Adolph",1906
Ornament met een schip en fantasieornamenten,schetsboekblad,"Lion Cachet, Carel Adolph",1925
Stoelen,schetsboekblad,"Lion Cachet, Carel Adolph",1890
Studies,schetsboekblad,"Lion Cachet, Carel Adolph",1897
Ontwerp voor een zaal met hanglampen,schetsboekblad,"Lion Cachet, Carel Adolph",1895
Ontwerp voor een kleed,tekening,"Lion Cachet, Carel Adolph",1874
Landschap met valkenier en landlieden,tekening,"Hoorn, Jordanus",1763
"Detailstudies van een poon, met kleurnotities",tekening,"Dijsselhof, Gerrit Willem",1876
Studie,schetsboekblad,"Dijsselhof, Gerrit Willem",1901
Pijlstaartrog,schetsboekblad,"Dijsselhof, Gerrit Willem",1901
Band met een bladmotief,schetsboekblad,"Dijsselhof, Gerrit Willem",1901
Hartvormige ornamenten,schetsboekblad,"Dijsselhof, Gerrit Willem",1876
"Schetsen van nijlpaarden, zeilbootjes en een straatlantaarn",tekening,"Dijsselhof, Gerrit Willem",1876
Drie banden met bladmotieven,tekening,"Dijsselhof, Gerrit Willem",1876
