Full Name,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Derek Getzel,The Pretzel,6.0,155.0,,Orthodox,8,5,0,False
Karine Gevorgyan,The Princess,5.4,125.0,63.0,Orthodox,3,3,0,False
Yanis Ghemmouri,The Desert Warrior,5.9,135.0,69.0,Orthodox,12,3,0,False
Darrel Gholar,No Nickname,5.8,194.0,,Orthodox,5,6,0,False
Tiki Ghosn,No Nickname,5.1,170.0,,Orthodox,10,7,1,False
Christos Giagos,The Spartan,5.1,155.0,71.0,Orthodox,20,12,0,False
Joe Giannetti,No Nickname,6.0,155.0,74.0,Southpaw,6,1,0,False
Nick Gibbons,No Nickname,5.1,155.0,,Orthodox,2,1,0,False
James Giboo,No Nickname,5.11,170.0,,Orthodox,13,5,0,False
Lance Gibson,Fearless,5.9,185.0,,Orthodox,4,5,0,False
Lee Gibson,Lethal,5.7,155.0,,Orthodox,12,4,0,False
Cody Gibson,The Renegade,5.1,135.0,71.0,Orthodox,22,11,0,False
Chase Gibson,El Guero,5.1,155.0,72.0,Orthodox,9,5,0,False
Kenny Giddens,No Nickname,5.11,155.0,,Orthodox,12,7,0,False
Thomas Gifford,The Young Lion,6.1,155.0,75.0,Orthodox,14,9,0,False
Joseph Gigliotti,Capo,5.11,185.0,,Orthodox,7,2,0,False
Joey Gilbert,No Nickname,5.11,155.0,,Orthodox,2,3,0,False
Trevin Giles,No Nickname,6.0,170.0,74.0,Orthodox,16,7,0,False
Kultar Gill,Black Mamba,6.0,154.0,,Orthodox,12,8,0,False
Jesse Gillespie,No Nickname,,185.0,,Orthodox,3,2,0,False
Gregor Gillespie,The Gift,5.7,155.0,71.0,Orthodox,14,1,0,False
Jason Gilliam,No Nickname,6.0,170.0,,Orthodox,14,9,0,False
Micheal Gillmore,The Gentleman,5.11,170.0,72.0,Orthodox,6,5,0,False
Krishaun Gilmore,No Nickname,,,,Orthodox,0,1,0,False
Alex Gilpin,No Nickname,5.7,145.0,,Orthodox,11,1,0,False
Bob Gilstrap,No Nickname,6.3,200.0,,Orthodox,5,7,0,False
Eperaim Ginting,The Wolfman,5.4,135.0,64.0,Orthodox,6,1,0,False
Demetrius Gioulacos,No Nickname,5.11,185.0,,Orthodox,0,1,0,False
Billy Giovanella,Wolverine,5.8,125.0,,Orthodox,9,5,0,False
He-Man Gipson,No Nickname,,,,Orthodox,1,2,0,False
Israel Giron,El Rojo,5.8,155.0,,Orthodox,19,5,0,False
Brandon Girtz,Cold Roll,5.7,155.0,,Orthodox,14,7,0,False
Jason Glaza,No Nickname,6.0,230.0,,Orthodox,3,2,0,False
Mike Glenn,No Nickname,,205.0,,Orthodox,5,6,0,False
Ricky Glenn,The Gladiator,6.0,170.0,70.0,Southpaw,22,9,2,False
Ivan Gnizditskiy,No Nickname,,205.0,,Orthodox,5,0,0,False
Mark Godbeer,The Hand Of,6.4,240.0,77.0,Orthodox,13,4,0,False
Clint Godfrey,No Nickname,5.6,135.0,,Southpaw,13,3,0,False
Loopy Godinez,No Nickname,5.2,115.0,61.0,Orthodox,14,5,0,False
Jason Godsey,No Nickname,6.2,230.0,,Orthodox,16,16,0,False
Allan Goes,No Nickname,6.0,205.0,,Orthodox,10,5,2,False
Billy Ray Goff,No Nickname,5.1,170.0,72.0,Switch,9,4,0,False
Amiran Gogoladze,No Nickname,6.1,170.0,74.0,Switch,14,3,0,False
Jonny Goh,No Nickname,5.11,155.0,,Orthodox,3,4,0,False
Hannah Goldy,24K,5.4,115.0,61.0,Orthodox,6,4,0,False
Marcelo Golm,No Nickname,6.3,249.0,75.0,Orthodox,6,3,0,False
Denise Gomes,Dee,5.2,115.0,63.0,Orthodox,11,3,0,False
Sergio Gomez,No Nickname,5.6,155.0,,Orthodox,10,3,0,False
Frank Gomez,No Nickname,5.1,135.0,67.0,Orthodox,10,6,0,False
Alan Gomez,No Nickname,,155.0,,Orthodox,2,0,0,False
David Gomez,No Nickname,,155.0,,Orthodox,1,2,0,False
Ulysses Gomez,Useless,5.6,125.0,,Orthodox,9,5,0,False
Joey Gomez,KO King,5.1,135.0,73.0,Orthodox,6,2,0,False
Luis Gomez,Tiger Junior,5.7,145.0,68.0,Orthodox,4,1,0,False
Joey Gomez,No Nickname,5.1,155.0,71.0,Orthodox,7,1,0,False
Edson Gomez,No Nickname,5.8,170.0,69.0,Switch,6,2,0,False
Silvana Gomez Juarez,La Malvada,5.3,115.0,65.0,Orthodox,11,5,0,False
Takanori Gomi,The Fireball Kid,5.7,155.0,70.0,Southpaw,35,14,0,False
William Gomis,Jaguar,6.0,145.0,73.0,Southpaw,15,3,0,False
Akihiro Gono,No Nickname,5.7,170.0,68.0,Switch,35,21,8,False
Gabriel Gonzaga,Napao,6.2,242.0,76.0,Orthodox,17,11,0,False
Justin Gonzales,J-Train,5.9,145.0,72.0,Orthodox,6,0,0,False
Fernando Gonzalez,The Menifee Maniac,5.9,170.0,68.0,Southpaw,26,14,0,False
Nick Gonzalez,The Ghost,5.6,155.0,,Orthodox,17,12,0,False
Fabian Gonzalez,No Nickname,5.1,135.0,,Orthodox,2,1,0,False
Lewis Gonzalez,Lethal,5.1,170.0,,Orthodox,11,3,0,False
Jason Gonzalez,Nicoya,6.2,155.0,74.0,Southpaw,11,5,0,False
Pearl Gonzalez,No Nickname,5.4,115.0,,Orthodox,6,3,0,False
Jorge Gonzalez,Street,6.2,205.0,76.0,Orthodox,16,4,0,False
Mikey Gonzalez,Rolls,5.11,155.0,74.0,Orthodox,7,2,0,False
Erick Gonzalez,The Ghost Pepper,5.11,155.0,75.0,Orthodox,14,8,0,False
Jennifer Gonzalez,Jefa,5.2,125.0,,Orthodox,13,5,0,False
Kier Gooch,No Nickname,,155.0,,Orthodox,2,7,0,False
Lyman Good,Cyborg,6.0,170.0,74.0,Orthodox,21,6,0,False
Jared Gooden,NiteTrain,6.0,170.0,77.0,Orthodox,23,10,0,False
Gary Goodridge,Big Daddy,6.3,249.0,,Orthodox,23,22,1,False
Jordan Goodwin,No Nickname,,155.0,,Orthodox,0,0,0,False
Gerard Gordeau,No Nickname,6.5,216.0,,Orthodox,2,2,0,False
Eddie Gordon,Truck,6.0,185.0,76.0,Orthodox,8,4,0,False
Jared Gordon,Flash,5.9,155.0,68.0,Orthodox,21,8,0,False
Tebaris Gordon,Boom,6.1,265.0,,Orthodox,3,1,0,False
Malcolm Gordon,X,5.7,125.0,71.0,Switch,14,8,0,False
Tresean Gore,Mr. Vicious,6.0,185.0,75.0,Switch,6,4,0,False
Alex Gorgees,Hitman,6.2,155.0,74.0,Switch,6,1,0,False
Themba Gorimbo,The Answer,6.1,170.0,77.0,Orthodox,14,5,0,False
Tim Gorman,The Psycho,5.5,135.0,,Southpaw,9,4,0,False
Chase Gormley,No Nickname,6.3,265.0,,Orthodox,14,6,0,False
Jonathan Goulet,The Road Warrior,6.0,170.0,73.0,Orthodox,23,12,0,False
Thibault Gouti,GT,5.1,155.0,72.0,Orthodox,12,5,0,False
Wilson Gouveia,No Nickname,6.1,185.0,76.0,Orthodox,14,8,0,False
Todd Gouwenberg,No Nickname,6.1,205.0,,Orthodox,9,5,0,False
Hugo Govea,No Nickname,,,,Orthodox,0,1,0,False
Justin Governale,The Therapist,,145.0,,Orthodox,5,5,0,False
Damian Grabowski,The Polish Pitbull,6.1,241.0,75.0,Orthodox,20,5,0,False
Patryk Grabowski,Czapla,,205.0,,Orthodox,5,1,0,False
Royce Gracie,No Nickname,6.1,175.0,,Southpaw,15,2,3,False
Crosley Gracie,No Nickname,5.9,190.0,,Orthodox,2,2,0,False
Daniel Gracie,No Nickname,6.2,225.0,,Orthodox,5,4,1,False
Ralph Gracie,No Nickname,5.9,183.0,,Orthodox,6,1,0,False
Renzo Gracie,No Nickname,5.1,185.0,,Orthodox,13,7,1,False
Rickson Gracie,No Nickname,5.1,185.0,,Switch,11,0,0,False
Rodrigo Gracie,No Nickname,6.0,183.0,,Orthodox,6,2,1,False
Royler Gracie,No Nickname,5.8,150.0,,Southpaw,5,5,1,False
Ryan Gracie,No Nickname,5.9,200.0,,Orthodox,5,2,0,False
Ralek Gracie,No Nickname,6.2,210.0,,Orthodox,3,1,0,False
Rolles Gracie,No Nickname,6.4,242.0,,Orthodox,8,4,0,False
Cesar Gracie,No Nickname,5.1,181.0,,Orthodox,0,1,0,False
Roger Gracie,No Nickname,6.4,185.0,79.0,Orthodox,8,2,0,False
Igor Gracie,No Nickname,5.11,170.0,,Orthodox,5,4,0,False
Neiman Gracie,No Nickname,6.0,170.0,,Orthodox,6,0,0,False
Kron Gracie,No Nickname,5.9,145.0,70.0,Southpaw,5,3,0,False
Bogdan Grad,The Unleashed,5.8,145.0,70.0,Orthodox,15,3,0,False
Steven Graham,No Nickname,6.1,290.0,,Orthodox,2,1,0,False
Scott Graham,No Nickname,6.4,185.0,,Orthodox,3,1,0,False
Miranda Granger,Danger,5.7,115.0,68.0,Orthodox,7,3,0,False
TJ Grant,No Nickname,5.1,155.0,72.0,Orthodox,21,5,0,False
Davey Grant,Dangerous,5.8,135.0,69.0,Orthodox,17,7,0,False
Dwight Grant,The Body Snatcher,6.1,185.0,76.0,Switch,11,6,0,False
Alexa Grasso,No Nickname,5.5,125.0,66.0,Orthodox,16,5,1,False
Tony Gravely,No Nickname,5.5,135.0,69.0,Orthodox,23,9,0,False
Michael Graves,No Nickname,5.1,170.0,71.0,Orthodox,6,0,1,False
Shelton Graves,The Gravedigger,6.2,255.0,76.0,Southpaw,7,3,0,False
James Gray,The Phenom,5.9,135.0,,Orthodox,4,1,0,False
Kevin Gray,Pocket Herc,5.4,125.0,67.0,Orthodox,9,4,0,False
Sam Greco,No Nickname,6.2,205.0,,Orthodox,3,1,1,False
King Green,No Nickname,5.1,155.0,71.0,Orthodox,32,17,1,False
Desmond Green,The Predator,5.1,155.0,73.0,Southpaw,23,8,0,False
Gabe Green,Gifted,5.1,155.0,73.0,Switch,12,5,0,False
Maurice Greene,The Crochet Boss,6.7,258.0,80.0,Orthodox,9,7,0,False
Matt Grice,The Real One,5.8,145.0,70.0,Orthodox,15,5,0,False
Forrest Griffin,No Nickname,6.3,205.0,77.0,Orthodox,19,7,0,False
Tyson Griffin,No Nickname,5.6,145.0,68.0,Orthodox,16,8,0,False
Max Griffin,Pain,5.11,170.0,76.0,Orthodox,20,12,0,False
Jordan Griffin,Native Psycho,5.1,145.0,73.0,Southpaw,18,9,0,False
Chad Griggs,The Grave Digger,6.1,205.0,73.0,Orthodox,11,3,0,False
Charalampos Grigoriou,Ferocious,5.7,135.0,67.0,Orthodox,8,5,0,False
Chuck Grigsby,The Reverend,6.6,205.0,,Orthodox,23,10,0,False
Rodrigo Gripp de Sousa,Riscado,5.11,205.0,,Orthodox,7,9,0,False
Maxim Grishin,Maximus,6.3,205.0,78.0,Orthodox,32,10,2,False
Josh Grispi,The Fluke,5.11,145.0,74.0,Orthodox,14,5,0,False
Garrett Gross,No Nickname,5.9,155.0,,Orthodox,11,7,0,False
Kendall Grove,Da Spyder,6.6,185.0,79.0,Orthodox,23,17,0,False
Neil Grove,Goliath,6.6,265.0,,Orthodox,12,8,1,False
Chris Gruetzemacher,Gritz,5.8,155.0,68.0,Orthodox,15,5,0,False
Vik Grujic,The Spartan,5.11,170.0,73.0,Orthodox,6,6,0,False
Mike Grundy,No Nickname,5.7,145.0,72.0,Orthodox,12,4,0,False
Wang Guan,The Dongbei Tiger,5.9,145.0,71.0,Orthodox,20,1,1,False
Anthony Guarascio,The Daywalker,6.2,233.0,72.0,Orthodox,3,1,0,False
Nandor Guelmino,The Hun,6.3,230.0,,Orthodox,11,5,1,False
Fabricio Guerreiro,No Nickname,5.1,145.0,,Orthodox,21,5,0,False
Rainn Guerrero,Purple Rainn,5.6,125.0,65.0,Orthodox,5,2,0,False
Shannon Gugerty,No Nickname,5.1,155.0,71.0,Orthodox,15,7,0,False
Clay Guida,The Carpenter,5.7,155.0,70.0,Orthodox,38,22,0,False
Jason Guida,No Nickname,5.1,214.0,,Orthodox,19,28,0,False
Melvin Guillard,The Young Assassin,5.9,155.0,71.0,Orthodox,32,18,2,False
Chris Guillen,No Nickname,6.0,240.0,,Orthodox,13,16,0,False
Marcelo Guimaraes,Magrao,6.0,185.0,73.0,Orthodox,9,2,1,False
Leonardo Guimaraes,Leleco,6.0,185.0,,Orthodox,11,5,0,False
Brad Gumm,No Nickname,5.11,170.0,,Orthodox,10,6,1,False
John Gunderson,Quick Guns,5.9,155.0,69.0,Orthodox,35,16,2,False
John Gunther,The Machine,5.9,155.0,72.0,Orthodox,5,1,0,False
Jorge Gurgel,No Nickname,5.7,155.0,69.0,Orthodox,14,10,0,False
Fabio Gurgel,No Nickname,6.0,205.0,,Orthodox,3,2,0,False
Luis Gurule,Grim,5.5,125.0,64.0,Orthodox,10,2,0,False
Bogdan Guskov,Czarevitch,6.3,205.0,76.0,Orthodox,18,3,0,False
Gugun Gusman,The Tiger,5.7,135.0,68.0,Orthodox,8,4,0,False
Andre Gusmao,No Nickname,6.0,205.0,,Orthodox,6,3,0,False
Alexander Gustafsson,The Mauler,6.5,205.0,79.0,Orthodox,18,8,0,False
Andreas Gustafsson,Bane,6.1,170.0,73.0,Orthodox,12,3,0,False
Justin Guthrie,No Nickname,6.1,170.0,,Orthodox,18,9,0,False
Horacio Gutierrez,The Punisher,5.1,145.0,,Orthodox,4,3,0,False
Chris Gutierrez,El Guapo,5.9,135.0,67.0,Orthodox,22,6,2,False
Mando Gutierrez,El Toro,5.6,135.0,70.0,Southpaw,7,2,0,False
Mike Guymon,The Joker,6.0,170.0,74.0,Orthodox,15,6,1,False
Chelsea Hackett,Hammer,5.4,125.0,66.0,Switch,3,1,1,False
Keith Hackney,The Giant Killer,5.11,200.0,,Sideways,2,2,0,False
Cody Haddon,No Nickname,5.7,135.0,69.0,Orthodox,8,1,0,False
Jake Hadley,White Kong,5.7,135.0,70.0,Southpaw,11,4,0,False
Steve Hadsel,No Nickname,5.8,170.0,,Orthodox,3,0,0,False
Damir Hadzovic,The Bosnian Bomber,5.9,155.0,70.0,Orthodox,14,8,0,False
Bassil Hafez,The Habibi,5.11,170.0,72.0,Orthodox,9,4,1,False
Tim Hague,The Trashing Machine,6.4,260.0,76.0,Orthodox,21,13,0,False
Theo Haig,No Nickname,6.2,185.0,77.0,Orthodox,6,1,0,False
Yazan Hajeh,Yazzle Dazzle,5.9,145.0,,Orthodox,6,1,0,False
Stoney Hale,The Skuller,6.0,,,Orthodox,5,3,0,False
Kevin Haley,The North Woods Nightmare,6.2,205.0,,Orthodox,6,4,0,False
Mark Hall,No Nickname,6.0,190.0,,Orthodox,5,6,0,False
Uriah Hall,Prime Time,6.0,185.0,79.0,Orthodox,18,11,0,False
Ryan Hall,The Wizard,5.1,145.0,70.0,Southpaw,9,2,0,False
Dennis Hallman,Superman,5.9,155.0,72.0,Orthodox,53,20,2,False
Piotr Hallmann,Pletwal,5.9,155.0,71.0,Orthodox,18,6,0,False
Tony Halme,No Nickname,6.3,300.0,,Orthodox,0,4,0,False
Brandon Halsey,Bull,6.0,185.0,,Orthodox,9,3,0,False
John Halverson,The Hurricane,5.9,155.0,,Southpaw,16,8,0,False
Seo Hee Ham,No Nickname,5.2,115.0,62.0,Southpaw,17,8,0,False
Frank Hamaker,No Nickname,,,,Orthodox,1,0,0,False
Kazuhiro Hamanaka,No Nickname,6.0,185.0,,Southpaw,5,7,1,False
Rami Hamed,No Nickname,6.1,170.0,71.0,Orthodox,13,3,0,False
Matt Hamill,The Hammer,6.1,205.0,76.0,Orthodox,12,8,0,False
Jeremy Hamilton,Hawk,,185.0,,Orthodox,9,2,0,False
Anthony Hamilton,Freight Train,6.5,260.0,76.0,Orthodox,15,9,0,False
CJ Hamilton,The Autobot,5.7,125.0,68.0,Switch,11,4,0,False
Jared Hamman,The Messenger,6.3,185.0,75.0,Orthodox,14,6,0,False
James Hammortree,The Sledge,6.3,185.0,,Orthodox,6,3,0,False
Dean Hancock,The Hammer,,155.0,,Orthodox,2,1,0,False
Chad Hanekom,Superman,6.4,185.0,74.0,Orthodox,9,3,0,False
Joachim Hansen,Hellboy,5.7,150.0,,Southpaw,23,14,1,False
Kay Hansen,No Nickname,5.2,115.0,63.0,Orthodox,7,6,0,False
Nasrat Haqparast,No Nickname,5.1,155.0,72.0,Southpaw,18,5,0,False
Shin Haraguchi,No Nickname,5.5,145.0,68.0,Switch,8,2,0,False
Janay Harding,Hollowpoint,,135.0,,Orthodox,2,3,0,False
Antoni Hardonk,No Nickname,6.4,245.0,78.0,Orthodox,8,6,0,False
George Hardwick,King,5.1,155.0,72.0,Orthodox,12,2,0,False
Harry Hardwick,Houdini,5.8,155.0,71.0,Switch,13,4,1,False
Dan Hardy,The Outlaw,6.0,170.0,74.0,Orthodox,25,10,0,False
Veronica Hardy,No Nickname,5.4,125.0,64.0,Southpaw,9,5,1,False
Greg Hardy,Prince of War,6.5,265.0,80.0,Orthodox,7,5,0,False
Tobias Harila,Bad Intention,,,,Orthodox,12,3,0,False
Baru Harn,Seiryu,,265.0,,Orthodox,1,2,0,False
Scott Harper,No Nickname,6.0,185.0,,Orthodox,12,7,0,False
Josiah Harrell,Muscle Hamster,5.7,170.0,68.0,Southpaw,7,0,0,False
Gerry Harris,No Nickname,6.8,270.0,,Orthodox,1,4,0,False
Gerald Harris,No Nickname,5.11,185.0,77.0,Southpaw,23,5,0,False
Phil Harris,Billy,5.4,125.0,65.0,Orthodox,22,12,0,False
Walt Harris,The Big Ticket,6.5,250.0,77.0,Southpaw,13,10,0,False
Dhafir Harris,Dada 5000,,257.0,,Orthodox,2,0,0,False
Trevor Harris,No Nickname,5.6,145.0,,Orthodox,2,2,0,False
Carlston Harris,Mocambique,6.0,170.0,76.0,Orthodox,19,7,0,False
Kayla Harrison,No Nickname,5.8,135.0,66.0,Southpaw,19,1,0,True
Collin Hart,No Nickname,6.1,185.0,,Orthodox,6,3,1,False
Joey Hart,The Hitman,6.3,170.0,79.0,Orthodox,6,2,0,False
Dale Hartt,No Nickname,5.1,155.0,69.0,Orthodox,6,3,0,False
Luke Hartwig,No Nickname,,,,Orthodox,0,1,0,False
Clay Harvison,Bushwacker,6.1,170.0,74.0,Orthodox,13,6,0,False
Hidehiko Hasegawa,No Nickname,5.9,170.0,,Orthodox,19,20,6,False
Chris Haseman,The Hammer,5.11,205.0,,Orthodox,20,17,0,False
Takayo Hashi,No Nickname,5.4,135.0,,Orthodox,15,6,1,False
Tomohiko Hashimoto,No Nickname,6.0,250.0,,Orthodox,1,4,0,False
Justin Haskins,No Nickname,5.1,170.0,,Orthodox,7,6,0,False
Hayder Hassan,Hulk,5.1,170.0,,Orthodox,6,3,0,False
Ahmad Hassanzada,Lion of the Ring,6.1,155.0,75.0,Orthodox,11,3,0,False
Daiki Hata,DJ Taiki,5.6,139.0,,Orthodox,17,11,7,False
John Hathaway,The Hitman,6.1,170.0,75.0,Orthodox,17,2,0,False
Phil Hawes,No Hype,6.0,185.0,77.0,Orthodox,12,6,0,False
Justin Hawes,The Hawk,5.11,205.0,,Orthodox,6,9,0,False
Chris Hawk,No Nickname,6.1,205.0,,Orthodox,5,10,0,False
Del Hawkins,The Filipino Delight,5.5,135.0,,Orthodox,22,17,0,False
Tommy Hayden,Wild Card,5.9,145.0,,Southpaw,11,3,0,False
Mike Hayes,No Nickname,6.4,230.0,,Orthodox,20,12,2,False
Ryan Hayes,No Nickname,,,,Orthodox,7,6,0,False
Gerric Hayes,No Nickname,5.1,,,Orthodox,8,11,0,False
Josh Haynes,Bring the Pain,5.9,170.0,,Orthodox,14,11,0,False
Dustin Hazelett,McLovin,6.1,170.0,76.0,Orthodox,12,7,0,False
James Head,No Nickname,6.1,170.0,73.0,Orthodox,9,4,0,False
Pat Healy,Bam Bam,6.0,155.0,72.0,Orthodox,34,23,0,False
Ryan Healy,The Irish Assassin,6.1,155.0,,Orthodox,25,14,1,False
Spencer Hearns,No Nickname,5.11,185.0,,Orthodox,1,0,0,False
David Heath,No Nickname,5.11,205.0,72.0,Orthodox,18,7,0,False
Chris Heatherly,Stump,5.9,155.0,,Orthodox,9,4,0,False
Jake Hecht,Hitman,6.0,170.0,73.0,Orthodox,11,4,0,False
Nick Hein,Sergeant,5.6,155.0,66.0,Southpaw,14,5,0,False
Ian Heinisch,The Hurricane,5.11,185.0,72.0,Orthodox,14,5,0,False
Marcin Held,No Nickname,5.9,155.0,71.0,Orthodox,23,7,0,False
Delson Heleno,Pe De Chumbo,5.11,185.0,,Orthodox,29,10,0,False
Matt Helm,No Nickname,,155.0,,Orthodox,1,1,0,False
Elisha Helsper,Knuckles,5.6,135.0,,Orthodox,0,4,0,False
Dan Henderson,Hendo,5.11,185.0,74.0,Orthodox,32,15,0,False
Benson Henderson,Smooth,5.9,170.0,70.0,Southpaw,24,7,0,False
Ron Henderson,No Nickname,5.1,125.0,,Orthodox,4,3,0,False
Josh Hendricks,No Nickname,6.2,235.0,,Southpaw,19,11,0,False
Johny Hendricks,Bigg Rigg,5.9,185.0,69.0,Southpaw,18,8,0,False
Cory Hendricks,No Nickname,6.3,205.0,,Switch,3,1,0,False
Luis Henrique,KLB,6.2,243.0,74.0,Orthodox,10,5,0,False
Jose Henrique,Canela,6.3,170.0,79.0,Orthodox,5,1,0,False
Paulo Henrique,PH,,125.0,,Orthodox,12,1,0,False
Diego Henrique da Silva,Gaucho,6.2,185.0,,Orthodox,8,4,0,False
Danny Henry,The Hatchet,6.0,145.0,73.0,Orthodox,12,4,0,False
Victor Henry,La Mangosta,5.7,135.0,68.0,Switch,25,7,0,False
TJ Hepburn,The Carnivore,5.7,155.0,,Orthodox,4,2,0,False
Jai Herbert,Black Country Banger,6.1,155.0,77.0,Orthodox,13,6,1,False
Ed Herman,Short Fuse,6.1,205.0,77.0,Orthodox,27,16,0,False
Dave Herman,No Nickname,6.4,242.0,77.0,Orthodox,22,6,0,False
Jack Hermansson,The Joker,6.1,185.0,77.0,Orthodox,24,9,0,False
Noe Hernandez,No Nickname,,,,Orthodox,5,5,0,False
Joe Hernandez,No Nickname,,,,Orthodox,0,1,0,False
Ramiro Hernandez,Junior,5.9,135.0,,Orthodox,19,9,0,False
Alexander Hernandez,El Gran Chango,5.9,155.0,72.0,Orthodox,18,8,0,False
Anthony Hernandez,Fluffy,6.0,185.0,75.0,Orthodox,15,2,0,False
Nohelin Hernandez,Suave,5.1,135.0,71.0,Orthodox,9,4,0,False
Carlos Hernandez,No Nickname,5.8,125.0,67.0,Orthodox,10,5,0,False
Leslie Hernandez,Dora The Destroyer,5.3,115.0,64.0,Orthodox,4,2,0,False
Paul Herrera,The Bone Crusher,5.1,185.0,,Orthodox,1,1,0,False
Chris Herrera,The Crusher,5.1,185.0,,Orthodox,3,2,1,False
Geane Herrera,La Pulga,5.5,125.0,66.0,Orthodox,9,3,0,False
Alvaro Herrera Mendoza,Chango,6.0,155.0,74.0,Orthodox,9,6,0,False
Felice Herrig,Lil Bulldog,5.4,115.0,65.0,Orthodox,14,10,0,False
Heath Herring,The Texas Crazy Horse,6.4,250.0,78.0,Orthodox,28,16,0,False
Jon Hess,No Nickname,6.7,295.0,,Orthodox,1,1,0,False
Clint Hester,Headbussa,6.2,205.0,77.0,Orthodox,11,6,0,False
Brandon Hester,The Beast,6.1,205.0,,Orthodox,3,0,0,False
Jimy Hettes,The Kid,5.9,145.0,71.0,Southpaw,11,3,0,False
Conor Heun,Hurricane,5.1,155.0,,Orthodox,9,5,0,False
Marcus Hicks,The Wrecking Ball,5.6,155.0,64.0,Southpaw,10,4,0,False
Jay Hieron,The Thoroughbred,6.0,170.0,75.0,Orthodox,23,7,0,False
Brady Hiestand,Bam Bam,5.8,135.0,71.0,Orthodox,9,2,0,False
Lee Higgins,No Nickname,,155.0,,Orthodox,2,1,0,False
Jason High,The Kansas City Bandit,5.8,155.0,73.0,Southpaw,21,6,0,False
Richie Hightower,The Dirty Samurai,5.8,170.0,,Orthodox,8,4,0,False
Alex Higley,No Nickname,5.1,145.0,,Orthodox,4,3,0,False
Corey Hill,No Nickname,6.4,155.0,80.0,Orthodox,6,9,0,False
Isaiah Hill,No Nickname,5.1,155.0,,Orthodox,5,7,1,False
Angela Hill,Overkill,5.3,115.0,64.0,Orthodox,18,15,0,False
Tyler Hill,No Nickname,6.3,170.0,,Switch,8,2,0,False
Jamahal Hill,Sweet Dreams,6.4,205.0,79.0,Southpaw,12,4,0,False
Kailan Hill,No Nickname,6.1,185.0,77.0,Southpaw,4,1,0,False
Alvin Hines,Goozie,6.2,265.0,74.0,Orthodox,7,1,0,False
Branden Lee Hinkle,The Iron Lion,6.3,235.0,,Orthodox,17,11,0,False
Hatsu Hioki,No Nickname,5.11,145.0,73.0,Orthodox,29,10,2,False
Alan Hiro,Yamaniha,5.5,135.0,,Orthodox,14,5,4,False
Kuniyoshi Hironaka,No Nickname,5.1,168.0,70.0,Orthodox,23,9,0,False
Mizuto Hirota,Pugnus,5.7,155.0,67.0,Orthodox,18,10,2,False
Yuji Hisamatsu,No Nickname,5.1,185.0,,Orthodox,16,22,6,False
An Tuan Ho,Highlight,5.6,125.0,66.0,Switch,6,2,0,False
Kwan Ho Kwak,No Nickname,5.5,135.0,,Switch,9,2,0,False
Matt Hobar,The Crowbar,5.1,135.0,70.0,Southpaw,9,3,0,False
Bobby Hoffman,The Truth,6.2,245.0,,Orthodox,36,10,1,False
Chris Hofmann,No Nickname,6.0,170.0,72.0,Orthodox,9,2,0,False
Sam Hoger,The Alaskan Assassin,6.2,205.0,,Orthodox,10,4,0,False
Josh Hokit,The Incredible Hok,6.1,238.0,73.0,Orthodox,6,0,0,False
Andrew Holbrook,No Nickname,5.11,155.0,70.0,Southpaw,12,3,0,False
Sean Holden,No Nickname,5.1,170.0,,Orthodox,5,2,0,False
Chris Holdsworth,No Nickname,5.11,135.0,,Orthodox,6,0,0,False
Kevin Holland,Trailblazer,6.3,170.0,81.0,Orthodox,28,14,0,False
Roger Hollett,The Hulk,5.11,205.0,,Orthodox,13,5,0,False
Max Holloway,Blessed,5.11,145.0,69.0,Orthodox,27,8,0,False
Gabrielle Holloway,Gabanator,5.3,145.0,,Orthodox,6,5,0,False
Jeremie Holloway,Hit Em,6.0,170.0,,Orthodox,8,3,0,False
Holly Holm,The Preacher's Daughter,5.8,135.0,69.0,Southpaw,15,7,0,False
Rex Holman,Big Dog,6.3,205.0,,Southpaw,4,2,0,False
Joseph Holmes,Uglyman Joe,6.4,185.0,80.0,Orthodox,8,4,0,False
Brandon Holmes,No Nickname,6.2,185.0,74.0,Orthodox,5,1,0,False
Kurt Holobaugh,The Hurt,5.11,155.0,70.0,Orthodox,22,10,0,False
Paddy Holohan,The Hooligan,5.1,125.0,69.0,Orthodox,12,2,1,False
Ben Holscher,The Teacher,5.11,155.0,,Orthodox,4,0,0,False
Mark Holst,Boots,6.0,155.0,,Orthodox,12,6,0,False
Scott Holtzman,Hot Sauce,5.9,155.0,69.0,Orthodox,14,6,0,False
Sabah Homasi,No Nickname,6.0,170.0,72.0,Orthodox,11,8,0,False
Mark Hominick,The Machine,5.8,145.0,68.0,Orthodox,20,12,0,False
Barb Honchak,Little Warrior,5.4,125.0,65.0,Orthodox,10,4,0,False
Chris Honeycutt,The Cutt,5.1,170.0,73.0,Orthodox,9,1,0,False
JunYoung Hong,Drunken Red,5.9,145.0,69.0,Orthodox,13,8,1,False
SeongChan Hong,Honey Badger,5.7,155.0,69.0,Orthodox,9,2,0,False
Satoshi Honma,No Nickname,6.1,205.0,,Orthodox,4,6,3,False
David Hood,No Nickname,6.0,200.0,,Orthodox,1,3,0,False
Lorenzo Hood,Dream Killer,6.3,265.0,80.0,Southpaw,14,5,0,False
Dan Hooker,The Hangman,6.0,155.0,75.0,Switch,24,12,0,False
