Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,Result_1,Result_2,Time Format,Referee,Method Details,Sig. Str. %_1,Sig. Str. %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_%_1,Head_%_2,Body_%_1,Body_%_2,Leg_%_1,Leg_%_2,Distance_%_1,Distance_%_2,Clinch_%_1,Clinch_%_2,Ground_%_1,Ground_%_2,Total Str._%_1,Total Str._%_2,Sig. Str._%_1,Sig. Str._%_2
Jon Jones,Vladimir Matyushenko,0,0,15,0,1,0,0,0,Light Heavyweight,KO/TKO Elbows,1,1:52,f12f979b657ab876,W,L,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Crucifix,0.93,0.0,0,0,0,0,54,0,1.0,0.0,0.67,0,1.0,0,0.75,0.0,0,0,1.0,0,0.94,0.0,0.94,0.0
Mark Munoz,Yushin Okami,1,1,22,16,1,1,0,0,Middleweight,S-DEC,3,5:00,f12f979b657ab876,L,W,3 Rnd (5-5-5),John McCarthy,Luis Cobian28 - 29.Cecil Peoples29 - 28.Lester Griffin28 - 29.,0.36,0.26,0,0,0,0,87,302,0.32,0.21,1.0,1.0,1.0,0,0.37,0.24,0.5,0.5,0.0,0.5,0.4,0.62,0.36,0.27
John Howard,Jake Ellenberger,0,0,38,17,5,0,0,1,Welterweight,KO/TKO,3,2:21,f12f979b657ab876,L,W,3 Rnd (5-5-5),Herb Dean,Eye Injury,0.5,0.56,1,0,0,0,10,546,0.35,0.46,1.0,0.84,1.0,0,0.37,0.4,0.75,0.79,0.33,0.54,0.7,0.67,0.5,0.57
Tyson Griffin,Takanori Gomi,1,0,5,3,0,0,0,0,Lightweight,KO/TKO Punch,1,1:04,f12f979b657ab876,L,W,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,0.21,0.33,0,0,0,0,0,4,0.15,0.25,0,0.67,1.0,0,0.21,0.23,0,0,0,1.0,0.21,0.33,0.21,0.33
Paul Kelly,Jacob Volkmann,0,0,32,24,6,0,2,2,Lightweight,U-DEC,3,5:00,f12f979b657ab876,L,W,3 Rnd (5-5-5),John McCarthy,Abe Belardo27 - 30.Gene LeBell27 - 30.Luis Cobian27 - 30.,0.39,0.4,2,2,2,1,235,471,0.35,0.36,0.67,1.0,0.75,0.71,0.19,0.24,0.6,1.0,0.62,0.49,0.53,0.55,0.39,0.41
DaMarques Johnson,Matthew Riddle,0,0,42,9,3,0,0,0,Welterweight,KO/TKO Punches,2,4:29,f12f979b657ab876,L,W,3 Rnd (5-5-5),Jason Herzog,Punches to Head From Back Control,0.33,0.5,0,0,0,0,47,401,0.22,0.47,1.0,1.0,1.0,0,0.17,0.5,1.0,1.0,0.5,0.48,0.46,0.59,0.33,0.51
James Irvin,Igor Pokrajac,0,0,18,11,2,0,1,0,Light Heavyweight,SUB Rear Naked Choke,1,2:29,f12f979b657ab876,L,W,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,0.5,0.66,0,1,1,0,66,62,0.5,0.67,0,0,0,0,0.25,0.59,0.0,1.0,0.62,0.75,0.56,0.7,0.5,0.67
Brian Stann,Mike Massenzio,0,0,43,5,0,5,2,2,Middleweight,SUB Triangle Choke,3,3:10,f12f979b657ab876,W,L,3 Rnd (5-5-5),John McCarthy,Triangle Choke From Bottom Guard,0.59,0.45,2,2,0,0,317,355,0.48,0.33,0.93,1.0,1.0,1.0,0.15,0.14,0.69,1.0,0.79,1.0,0.78,0.79,0.6,0.45
Darren Elkins,Charles Oliveira,0,0,3,0,0,1,2,0,Lightweight,SUB Triangle Armbar,1,0:41,f12f979b657ab876,L,W,3 Rnd (5-5-5),Herb Dean,Triangle Armbar From Bottom Guard,0.0,0.75,0,2,0,0,27,0,0.0,0.67,0,0,0,1.0,0.0,1.0,0,0,0,0.67,0.0,0.75,0.0,0.75
Rob Kimmons,Steve Steinbeiss,0,0,38,85,4,0,2,0,Middleweight,U-DEC,3,5:00,f12f979b657ab876,W,L,3 Rnd (5-5-5),Jason Herzog,Abe Belardo28 - 29.Gene LeBell28 - 29.Lester Griffin28 - 29.,0.58,0.65,2,0,0,0,410,304,0.51,0.33,0.65,0.85,1.0,0.9,0.27,0.39,0.7,0.83,0.85,0,0.75,0.77,0.58,0.66
Brock Lesnar,Shane Carwin,0,1,8,40,1,0,1,0,Heavyweight,SUB Arm Triangle,2,2:19,140745cbbcb023ac,W,L,5 Rnd (5-5-5-5-5),Josh Rosenthal,Arm Triangle From Side Control,0.53,0.47,1,0,0,0,153,164,0.22,0.46,1.0,1.0,1.0,0,0.0,0.21,1.0,0.43,1.0,0.54,0.76,0.54,0.53,0.47
Chris Leben,Yoshihiro Akiyama,0,0,46,27,0,5,4,1,Middleweight,SUB Triangle Choke,3,4:40,140745cbbcb023ac,W,L,3 Rnd (5-5-5),Herb Dean,Triangle Choke From Bottom Guard,0.43,0.39,4,1,0,0,23,513,0.4,0.38,0.5,0.5,0.57,0.67,0.41,0.38,0.5,0.25,0.83,0.56,0.7,0.56,0.44,0.4
Chris Lytle,Matt Brown,0,1,19,25,0,1,4,1,Welterweight,SUB Armbar,2,2:02,140745cbbcb023ac,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Armbar From Crucifix,0.38,0.59,4,1,0,0,147,101,0.31,0.54,0.7,0.73,0,0.6,0.33,0.55,0.67,0.88,0,0.0,0.56,0.63,0.39,0.6
Krzysztof Soszynski,Stephan Bonnar,1,0,48,32,2,0,0,0,Light Heavyweight,KO/TKO Punches,2,3:08,140745cbbcb023ac,L,W,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head From Back Control,0.35,0.42,0,0,0,0,70,197,0.33,0.4,0,0.62,0.62,0.57,0.4,0.3,0.3,0.48,0,0.69,0.36,0.54,0.36,0.43
George Sotiropoulos,Kurt Pellegrino,1,1,48,39,1,3,0,0,Lightweight,U-DEC,3,5:00,140745cbbcb023ac,W,L,3 Rnd (5-5-5),Josh Rosenthal,Sal D'amato27 - 30.Nelson Hamilton27 - 30.Roy Silbert28 - 29.,0.29,0.36,0,0,0,0,286,191,0.3,0.34,0.11,0.75,1.0,0.5,0.23,0.31,0.5,0.73,0.87,0.4,0.41,0.48,0.3,0.36
Brendan Schaub,Chris Tuchscherer,1,0,10,1,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:07,140745cbbcb023ac,W,L,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,0.83,0.2,0,0,0,0,7,0,0.83,0.0,0,0,0,1.0,0.5,0.2,1.0,0,1.0,0,0.88,0.2,0.83,0.2
Seth Petruzelli,Ricardo Romero,0,1,19,30,1,0,2,2,Light Heavyweight,SUB Armbar,2,3:05,140745cbbcb023ac,L,W,3 Rnd (5-5-5),Steve Mazzagatti,Armbar From Side Control,0.48,0.63,2,2,0,1,71,238,0.46,0.54,1.0,1.0,0.5,0,0.36,0.43,0.7,0.0,0.58,0.87,0.55,0.67,0.48,0.63
Kendall Grove,Goran Reljic,0,0,28,14,1,3,1,1,Middleweight,S-DEC,3,5:00,140745cbbcb023ac,W,L,3 Rnd (5-5-5),Mario Yamasaki,Roy Silbert27 - 30.Patricia Morse-Jarman29 - 28.Cecil Peoples28 - 29.,0.31,0.25,1,1,0,1,27,405,0.23,0.05,0.8,0.67,0.75,0.6,0.15,0.21,0.79,0.6,0.5,0.22,0.57,0.37,0.31,0.25
Gerald Harris,David Branch,0,0,10,20,5,0,0,0,Middleweight,KO/TKO Slam,3,2:35,140745cbbcb023ac,W,L,3 Rnd (5-5-5),Herb Dean,Slam to   On Ground,0.27,0.51,0,0,0,0,290,88,0.27,0.36,0,1.0,0,0.8,0.18,0.3,0.67,1.0,0.5,0,0.28,0.67,0.27,0.51
Forrest Petz,Daniel Roberts,0,0,5,21,6,1,2,0,Welterweight,S-DEC,3,5:00,140745cbbcb023ac,L,W,3 Rnd (5-5-5),Steve Mazzagatti,Patricia Morse-Jarman29 - 28.Tony Weeks28 - 29.Roy Silbert28 - 29.,0.3,0.11,0,2,0,0,57,433,0.12,0.1,0.43,0.5,1.0,0,0.29,0.05,0.33,1.0,1.0,0.5,0.48,0.48,0.3,0.11
Jon Madsen,Karlos Vemola,0,0,37,16,3,0,0,1,Heavyweight,U-DEC,3,5:00,140745cbbcb023ac,W,L,3 Rnd (5-5-5),Mario Yamasaki,Patricia Morse-Jarman27 - 30.Sal D'amato27 - 30.Cecil Peoples27 - 30.,0.69,0.38,0,1,0,0,591,10,0.52,0.08,0.83,0.77,0.9,1.0,0.27,0.15,0.87,0.8,0.88,0,0.84,0.45,0.7,0.38
Court McGee,Kris McCray,0,0,22,19,5,0,1,0,Middleweight,SUB Rear Naked Choke,2,3:41,9bcf8603ceb25680,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Rear Naked Choke,0.37,0.28,1,0,0,0,326,0,0.31,0.21,0.67,0.64,1.0,0.5,0.24,0.2,0.46,0.56,0.78,0,0.56,0.51,0.37,0.29
Keith Jardine,Matt Hamill,0,0,77,65,2,0,0,0,Light Heavyweight,M-DEC,3,5:00,9bcf8603ceb25680,L,W,3 Rnd (5-5-5),Herb Dean,Point Deducted: Eye Poke by JardineAdalaide Byrd27 - 29.Patricia Morse-Jarman27 - 29.Tony Weeks28 - 28.,0.28,0.38,0,0,0,0,0,90,0.23,0.36,0.57,0.5,0.8,0.75,0.28,0.36,0.5,0.65,0,0,0.29,0.42,0.29,0.39
Chris Leben,Aaron Simpson,0,0,42,43,0,2,0,1,Middleweight,KO/TKO Punches,2,4:17,9bcf8603ceb25680,W,L,3 Rnd (5-5-5),Josh Rosenthal,Punches to Head In Clinch,0.45,0.55,0,1,0,0,45,224,0.42,0.47,0.4,0.69,0.69,1.0,0.34,0.38,0.65,0.91,1.0,0.67,0.56,0.6,0.46,0.55
Spencer Fisher,Dennis Siver,0,0,77,52,0,0,0,0,Lightweight,U-DEC,3,5:00,9bcf8603ceb25680,L,W,3 Rnd (5-5-5),Kim Winslow,Adalaide Byrd27 - 30.Patricia Morse-Jarman28 - 29.Jeff Collins28 - 29.,0.36,0.3,0,0,0,0,0,1,0.22,0.16,0.63,0.48,0.73,0.86,0.36,0.3,0.5,0.5,0,0,0.37,0.3,0.37,0.3
Jamie Yager,Rich Attonito,0,0,24,29,1,0,0,0,Middleweight,KO/TKO Punches,2,4:25,9bcf8603ceb25680,L,W,3 Rnd (5-5-5),Steve Mazzagatti,Punches to Head From Back Control,0.39,0.36,0,0,0,0,0,118,0.3,0.35,0.2,0.5,0.92,0.67,0.35,0.24,0.8,1.0,1.0,0.73,0.41,0.48,0.39,0.37
John Gunderson,Mark Holst,0,0,31,2,4,1,0,3,Lightweight,U-DEC,3,5:00,9bcf8603ceb25680,W,L,3 Rnd (5-5-5),Josh Rosenthal,Adalaide Byrd27 - 30.Jeff Collins27 - 30.Lester Griffin27 - 30.,0.52,0.12,0,3,0,0,749,55,0.47,0.0,1.0,0.5,0.67,1.0,0.38,0.07,0.5,1.0,0.61,0,0.71,0.26,0.53,0.12
Brad Tavares,Seth Baczynski,0,0,18,22,3,0,0,3,Middleweight,U-DEC,3,5:00,9bcf8603ceb25680,W,L,3 Rnd (5-5-5),Herb Dean,Patricia Morse-Jarman28 - 29.Junichiro Kamijo28 - 29.Tony Weeks28 - 29.,0.52,0.5,0,3,1,0,693,107,0.45,0.5,1.0,0.43,1.0,0.6,0.38,0.33,0.33,0.54,0.73,0.69,0.73,0.65,0.53,0.5
Josh Bryant,Kyle Noke,1,0,50,9,0,0,0,0,Middleweight,KO/TKO Punches,2,3:12,9bcf8603ceb25680,L,W,3 Rnd (5-5-5),Kim Winslow,Punches to Head On Ground,0.2,0.56,0,0,0,0,0,5,0.18,0.45,0.5,1.0,0.2,0.82,0.2,0.58,0,0.67,0,0.38,0.2,0.57,0.2,0.57
Chris Camozzi,James Hammortree,0,0,62,29,0,2,0,1,Middleweight,U-DEC,3,5:00,9bcf8603ceb25680,W,L,3 Rnd (5-5-5),Josh Rosenthal,Patricia Morse-Jarman28 - 29.Tony Weeks27 - 30.Lester Griffin27 - 30.,0.55,0.3,0,1,0,0,224,143,0.31,0.25,0.72,0.67,0.86,0.75,0.53,0.25,0.62,0.38,0,0.4,0.58,0.37,0.56,0.31
James McSweeney,Travis Browne,1,0,19,6,0,0,1,0,Heavyweight,KO/TKO Punches,1,4:32,9bcf8603ceb25680,L,W,3 Rnd (5-5-5),Kim Winslow,Punches to Head From Mount,0.54,0.43,0,1,0,0,0,140,0.5,0.45,0.33,0.33,0.75,0.0,0.55,0.18,0,0,0,0.59,0.58,0.51,0.55,0.43
Chuck Liddell,Rich Franklin,1,0,24,17,0,1,0,0,Light Heavyweight,KO/TKO Punch,1,4:55,cfb65863d5099327,L,W,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,0.41,0.46,0,0,0,0,29,5,0.34,0.35,1.0,0.8,0.75,0.86,0.39,0.43,0.5,0.5,1.0,1.0,0.43,0.49,0.41,0.46
Mirko Filipovic,Pat Barry,1,2,42,25,0,0,2,0,Heavyweight,SUB Rear Naked Choke,3,4:30,cfb65863d5099327,W,L,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,0.42,0.37,2,0,0,0,267,3,0.33,0.24,0.77,0.0,0.86,0.7,0.32,0.37,0.8,1.0,1.0,0,0.65,0.39,0.42,0.38
Paulo Thiago,Martin Kampmann,0,0,24,13,1,1,3,1,Welterweight,U-DEC,3,5:00,cfb65863d5099327,L,W,3 Rnd (5-5-5),Herb Dean,Sal D'amato27 - 30.Tony Weeks27 - 30.Chris Franco27 - 30.,0.32,0.4,1,3,1,0,94,421,0.24,0.4,0.67,0.6,1.0,0.29,0.27,0.32,0.4,0.83,1.0,0.56,0.37,0.57,0.33,0.41
Ben Rothwell,Gilbert Yvel,0,0,44,33,5,0,2,2,Heavyweight,U-DEC,3,5:00,cfb65863d5099327,W,L,3 Rnd (5-5-5),Yves Lavigne,Bill Mahood27 - 30.Tony Weeks28 - 29.Nelson Hamilton28 - 29.,0.61,0.54,2,2,0,3,740,96,0.55,0.54,0.86,0.5,0,1.0,0.38,0.5,0.6,0.33,0.65,0.64,0.72,0.68,0.61,0.54
Carlos Condit,Rory MacDonald,0,0,72,29,0,3,1,0,Welterweight,KO/TKO Punches,3,4:53,cfb65863d5099327,W,L,3 Rnd (5-5-5),Kevin Dornan,Punches to Head From Half Guard,0.42,0.41,1,0,1,1,247,229,0.35,0.37,0.45,0.57,0.79,1.0,0.32,0.38,0.46,0.64,0.64,0.33,0.57,0.49,0.42,0.41
Tyson Griffin,Evan Dunham,0,0,28,26,3,0,1,1,Lightweight,S-DEC,3,5:00,cfb65863d5099327,L,W,3 Rnd (5-5-5),Herb Dean,Chris Franco27 - 30.Tony Weeks29 - 28.Lance Gibson28 - 29.,0.37,0.38,1,1,0,0,18,533,0.23,0.28,0.0,1.0,0.67,0.67,0.37,0.36,0.33,0.8,0,0.0,0.53,0.49,0.37,0.38
Mac Danzig,Matt Wiman,0,0,4,4,0,1,2,0,Lightweight,SUB Guillotine Choke,1,1:45,cfb65863d5099327,L,W,3 Rnd (5-5-5),Yves Lavigne,"Guillotine Choke From Mount
      Technical Submission",0.5,0.33,0,2,0,1,57,24,0.5,0.14,0,0.5,0.5,0.67,0.6,0.27,0,0,0.33,1.0,0.6,0.43,0.5,0.33
David Loiseau,Mario Miranda,0,0,42,2,3,0,0,0,Middleweight,KO/TKO Elbows,2,4:07,cfb65863d5099327,L,W,3 Rnd (5-5-5),Tony Williamson,Elbows to Head From Back Control,0.2,0.66,0,0,0,0,40,441,0.12,0.65,1.0,0.75,0.0,1.0,0.12,0.4,0.5,0.67,0,0.69,0.27,0.68,0.2,0.67
James Wilks,Peter Sobotta,0,0,38,15,1,1,1,2,Welterweight,U-DEC,3,5:00,cfb65863d5099327,W,L,3 Rnd (5-5-5),Kevin Dornan,Chris Franco27 - 30.Lance Gibson28 - 30.Nelson Hamilton27 - 30.,0.47,0.26,1,2,2,1,199,487,0.34,0.18,0.92,0.4,0.86,1.0,0.34,0.18,0.67,0.44,0.67,0.5,0.64,0.49,0.47,0.26
Ricardo Funch,Claude Patrick,0,0,13,5,1,0,2,0,Welterweight,SUB Guillotine Choke,2,1:48,cfb65863d5099327,L,W,3 Rnd (5-5-5),Tony Williamson,Guillotine Choke After Drop to Guard,1.0,0.72,0,2,0,0,99,275,1.0,0.69,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6,1.0,0.83,0.85,0.8,1.0,0.72
Mike Pyle,Jesse Lennox,1,0,49,37,0,1,3,0,Welterweight,SUB Triangle Choke,3,4:44,cfb65863d5099327,W,L,3 Rnd (5-5-5),Kevin Dornan,"Triangle Choke From Bottom Guard
      Technical Submission",0.4,0.3,3,0,1,0,169,138,0.32,0.18,1.0,0.4,0.86,0.81,0.39,0.3,0.33,0.33,0.55,0.33,0.5,0.35,0.4,0.31
Quinton Jackson,Rashad Evans,0,1,29,17,3,0,0,0,Light Heavyweight,U-DEC,3,5:00,bfc2fc38a0e20211,L,W,3 Rnd (5-5-5),Herb Dean,Glenn Trowbridge27 - 30.Sal D'amato28 - 29.Marcos Rosales27 - 30.,0.36,0.55,0,0,0,0,56,463,0.2,0.5,0.82,0.5,1.0,0.88,0.11,0.32,0.46,0.8,0.8,0.67,0.47,0.67,0.36,0.56
Michael Bisping,Dan Miller,0,0,76,50,0,1,0,0,Middleweight,U-DEC,3,5:00,bfc2fc38a0e20211,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Adalaide Byrd27 - 30.Tony Weeks27 - 30.Patricia Morse-Jarman28 - 29.,0.33,0.23,0,0,0,0,0,45,0.33,0.14,0,0.31,1.0,0.78,0.33,0.24,1.0,0.33,0,0,0.34,0.26,0.34,0.24
Todd Duffee,Mike Russow,1,0,14,51,0,0,0,0,Heavyweight,KO/TKO Punch,3,2:35,bfc2fc38a0e20211,L,W,3 Rnd (5-5-5),Josh Rosenthal,Punch to Head At Distance,0.28,0.31,0,0,0,0,1,3,0.25,0.32,0.7,0,1.0,0,0.28,0.32,0.33,0,0,0,0.28,0.33,0.28,0.32
Jason Brilz,Rogerio Nogueira,0,0,23,18,1,3,1,3,Light Heavyweight,S-DEC,3,5:00,bfc2fc38a0e20211,L,W,3 Rnd (5-5-5),Yves Lavigne,Tony Weeks28 - 29.Patricia Morse-Jarman29 - 28.Marcos Rosales28 - 29.,0.36,0.34,3,1,2,3,295,173,0.38,0.27,0.67,0.8,0.0,1.0,0.23,0.31,0.38,1.0,0.86,0.57,0.51,0.47,0.36,0.34
Diego Sanchez,John Hathaway,1,0,84,24,0,1,0,0,Welterweight,U-DEC,3,5:00,bfc2fc38a0e20211,L,W,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd27 - 30.Glenn Trowbridge27 - 30.Dave Hagen26 - 30.,0.26,0.48,0,0,0,0,125,233,0.25,0.43,0.0,0.64,1.0,0.92,0.27,0.43,0,0.67,0,0.64,0.27,0.53,0.27,0.48
Amir Sadollah,Dong Hyun Kim,0,0,30,10,6,0,0,0,Welterweight,U-DEC,3,5:00,bfc2fc38a0e20211,L,W,3 Rnd (5-5-5),Steve Mazzagatti,Patricia Morse-Jarman27 - 30.Sal D'amato27 - 30.Marcos Rosales27 - 30.,0.26,0.75,0,0,0,0,9,745,0.23,0.72,0.5,0,0.33,1.0,0.26,0.62,0.4,1.0,0.0,0.75,0.47,0.78,0.26,0.75
Efrain Escudero,Dan Lauzon,1,0,64,17,0,0,0,0,Lightweight,U-DEC,3,5:00,bfc2fc38a0e20211,W,L,3 Rnd (5-5-5),Josh Rosenthal,Point Deducted: Kicks to Groin by EscuderoAdalaide Byrd27 - 29.Tony Weeks27 - 29.Dave Hagen27 - 29.,0.34,0.23,0,0,0,0,93,45,0.27,0.15,0.57,0.75,0.69,1.0,0.31,0.23,0.46,0.29,0.0,0,0.36,0.23,0.35,0.23
Melvin Guillard,Waylon Lowe,1,0,14,1,0,1,0,0,Lightweight,KO/TKO Knee,1,3:28,bfc2fc38a0e20211,W,L,3 Rnd (5-5-5),Yves Lavigne,Knee to Body In Clinch,0.66,0.16,0,0,0,0,2,87,0.61,0.17,1.0,0,1.0,0,0.36,0.0,1.0,0.33,1.0,0,0.74,0.17,0.67,0.17
Luiz Cane,Cyrille Diabate,1,1,17,4,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,2:13,bfc2fc38a0e20211,L,W,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,0.25,0.8,0,0,0,1,66,10,0.2,0.76,0,1.0,1.0,1.0,0.21,0.78,1.0,1.0,0.0,1.0,0.33,0.83,0.25,0.81
Aaron Riley,Joe Brammer,0,0,46,37,3,1,0,0,Lightweight,U-DEC,3,5:00,bfc2fc38a0e20211,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Glenn Trowbridge27 - 30.Dave Hagen27 - 30.Marcos Rosales27 - 30.,0.44,0.34,0,0,0,0,305,32,0.25,0.27,0.73,0.67,0.86,0.23,0.33,0.33,0.84,0.44,0.75,0,0.67,0.42,0.44,0.35
Jesse Forbes,Ryan Jensen,0,1,3,3,0,1,1,1,Middleweight,SUB Guillotine Choke,1,1:06,bfc2fc38a0e20211,L,W,3 Rnd (5-5-5),Josh Rosenthal,Guillotine Choke From Bottom Guard,0.33,0.5,1,1,0,0,34,1,0.38,0.5,0.0,0,0,0,0.33,0.5,0,0,0.33,0,0.33,0.5,0.33,0.5
Lyoto Machida,Mauricio Rua,1,0,17,9,0,2,0,0,Light Heavyweight,KO/TKO Punches,1,3:35,d0c29452d3272603,L,W,5 Rnd (5-5-5-5-5),Yves Lavigne,Punches to Head From Mount,0.81,0.6,0,0,0,0,53,35,0.86,0.55,1.0,1.0,0.0,0.71,0.71,0.39,1.0,1.0,1.0,1.0,0.83,0.69,0.82,0.61
Josh Koscheck,Paul Daley,0,0,19,11,4,0,1,0,Welterweight,U-DEC,3,5:00,d0c29452d3272603,W,L,3 Rnd (5-5-5),Dan Miragliotta,Nelson Hamilton27 - 30.Claude Paquette27 - 30.David Therien27 - 30.,0.65,0.39,1,0,0,0,721,2,0.52,0.38,1.0,0.5,1.0,0,0.2,0.32,0,0.33,0.89,1.0,0.89,0.45,0.66,0.39
Sam Stout,Jeremy Stephens,1,1,55,70,3,0,0,1,Lightweight,S-DEC,3,5:00,d0c29452d3272603,L,W,3 Rnd (5-5-5),Mario Yamasaki,Pasquale Procopio27 - 30.David Therien28 - 29.Tony Weeks29 - 28.,0.38,0.46,1,0,0,0,48,71,0.27,0.4,0.81,0.88,0.94,0.88,0.36,0.43,0.5,0.83,1.0,1.0,0.41,0.5,0.39,0.46
Kevin Ferguson,Matt Mitrione,0,0,44,5,0,2,4,0,Heavyweight,KO/TKO Punches,2,4:24,d0c29452d3272603,L,W,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Mount,0.23,0.78,0,4,0,0,212,197,0.31,0.7,0.14,1.0,0.0,1.0,0.2,0.67,0,0.67,1.0,0.96,0.47,0.84,0.24,0.79
Patrick Cote,Alan Belcher,0,0,27,22,1,2,1,1,Middleweight,SUB Rear Naked Choke,2,3:25,d0c29452d3272603,L,W,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke,0.59,0.52,1,1,0,1,100,148,0.61,0.3,0.0,0.87,0.6,0.83,0.58,0.51,0.67,0.5,1.0,1.0,0.7,0.65,0.59,0.53
Tom Lawlor,Joe Doerksen,0,1,44,42,0,0,1,0,Middleweight,SUB Rear Naked Choke,2,2:10,d0c29452d3272603,L,W,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,0.45,0.46,0,1,0,0,24,31,0.44,0.45,1.0,0.58,0,0.5,0.34,0.47,0.89,0.43,1.0,0,0.48,0.51,0.46,0.47
Marcus Davis,Jonathan Goulet,2,0,11,5,0,4,1,0,Welterweight,KO/TKO Punches,2,1:23,d0c29452d3272603,W,L,3 Rnd (5-5-5),Philippe Chartier,Punches to Head At Distance,0.64,0.31,1,0,0,0,46,208,0.64,0.33,0.67,0.0,0,0,0.45,0.25,1.0,0,1.0,0.33,0.73,0.63,0.65,0.31
TJ Grant,Johny Hendricks,0,0,53,67,8,0,0,0,Welterweight,M-DEC,3,5:00,d0c29452d3272603,L,W,3 Rnd (5-5-5),Marc-Andre Cote,Point Deducted: Kicks to Groin by GrantDavid Therien27 - 29.Tony Weeks27 - 29.Sal D'amato28 - 28.,0.6,0.65,0,0,0,0,9,398,0.49,0.57,0.88,0.67,0.88,1.0,0.55,0.63,0.72,0.62,0,0.82,0.63,0.75,0.6,0.65
Joey Beltran,Tim Hague,0,0,97,60,0,2,0,0,Heavyweight,U-DEC,3,5:00,d0c29452d3272603,W,L,3 Rnd (5-5-5),Mario Yamasaki,Nelson Hamilton27 - 30.Claude Paquette26 - 30.Pasquale Procopio28 - 29.,0.6,0.5,0,0,1,0,19,158,0.6,0.5,0.0,0.2,1.0,1.0,0.56,0.4,0.75,0.71,0.83,1.0,0.64,0.52,0.6,0.5
Yoshiyuki Yoshida,Mike Guymon,0,0,59,7,3,1,2,2,Welterweight,U-DEC,3,5:00,d0c29452d3272603,L,W,3 Rnd (5-5-5),Philippe Chartier,Sal D'amato27 - 30.David Therien27 - 30.Tony Weeks27 - 30.,0.3,0.74,2,2,1,1,302,441,0.32,0.68,0.25,1.0,0,1.0,0.16,0.31,1.0,1.0,1.0,1.0,0.43,0.87,0.3,0.75
Jason MacDonald,John Salter,0,0,3,5,1,0,0,0,Middleweight,KO/TKO,1,2:42,d0c29452d3272603,L,W,3 Rnd (5-5-5),Dan Miragliotta,"to    
      Leg Injury",0.71,0.42,0,0,0,0,0,71,0.33,0.5,1.0,1.0,1.0,0.0,0.5,0.25,1.0,0.67,0,0,0.83,0.56,0.71,0.43
Anderson Silva,Demian Maia,1,0,61,10,0,0,0,0,Middleweight,U-DEC,5,5:00,24b033b3daf1c9df,W,L,5 Rnd (5-5-5-5-5),Dan Miragliotta,Doug Crosby45 - 50.Sal D'amato45 - 50.Howard Hughes46 - 49.,0.54,0.19,0,0,0,0,82,4,0.45,0.2,0.6,0.0,0.7,0.33,0.56,0.17,0,0.5,0.44,0,0.55,0.21,0.55,0.19
BJ Penn,Frankie Edgar,0,0,61,71,1,0,0,0,Lightweight,U-DEC,5,5:00,24b033b3daf1c9df,L,W,5 Rnd (5-5-5-5-5),Herb Dean,Doug Crosby45 - 50.Sal D'amato47 - 48.Andy Roberts46 - 49.,0.27,0.26,0,0,0,0,0,5,0.24,0.22,0.7,0.44,1.0,0.38,0.26,0.26,0.53,0.22,0,1.0,0.27,0.27,0.27,0.26
Matt Hughes,Renzo Gracie,2,0,70,34,0,0,0,0,Welterweight,KO/TKO Punches,3,4:40,24b033b3daf1c9df,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,0.56,0.31,0,0,0,0,105,0,0.4,0.19,1.0,0.78,0.89,0.8,0.5,0.28,0.86,0.83,1.0,0,0.57,0.31,0.57,0.31
Terry Etim,Rafael Dos Anjos,0,0,25,7,2,0,1,1,Lightweight,SUB Armbar,2,4:30,24b033b3daf1c9df,L,W,3 Rnd (5-5-5),Marc Goddard,Armbar From North South,0.35,0.55,1,1,0,0,89,337,0.25,0.47,0.0,1.0,0.67,0.75,0.33,0.12,1.0,1.0,0.0,0.78,0.44,0.65,0.35,0.56
